geoid,d_rent,d_bike_km,d_income,d_pct_white,d_pct_poverty,d_pop_density,base_rent,base_bike_km,base_income
17031081600,596,1.2991811683457177,70837,0.06101730837160013,-0.10218524499167381,4023.4543567872643,1828,0,86786
17031081700,898,2.7750377990300845,42767,0.03643030213293941,0.01929512644253375,5946.529363248095,1570,0,90136
17031081800,791,1.0013870015367876,71067,-0.056135799546640164,0.0030754874669015678,7319.068004380028,1917,0,93024
17031081900,1399,0,97583,0.37545674098004933,-0.1343095751318636,-603.8651582524799,1569,0,97500
17031090100,991,0,45764,-0.10733499273757796,0.053756558757795635,375.5901469123096,938,0,78903
17031090200,693,0.59379465740158,34421,-0.11752326806725244,0.02197850725624858,-89.84767569103678,1021,0,85000
17031100100,444,2.5207280883937857,44759,-0.05243017969257413,0.050429290915098963,-59.342548765628635,958,0,64352
17031100200,149,2.003201878567139,30969,-0.14493189924920402,0.04292163726431173,184.23041247031506,1094,0,76881
17031100300,1086,0,26108,-0.07760751626656082,0.03722099797151074,181.14097288860967,1065,0,57163
17031100500,-262,0,31885,-0.11179317881237127,0.001939186465656535,77.48728637786962,1685,0,77679
17031100600,161,0,25422,-0.21800100198055028,0.0685861582751229,171.75833805959746,1007,0,58578
17031100700,831,0,50811,-0.06984225893260687,-0.02569505848225366,609.2886825056157,963,0,66429
17031110100,340,2.228730631956037,33994,-0.13231919888147325,0.08288466844990969,39.346787083946765,1051,0,62520
17031110200,168,2.2864373431393608,11183,-0.18097050630488865,-0.06920714473822265,-357.1765635981983,874,0,57641
17031110300,610,0,48472,-0.028230229950137686,0.0014432329670419214,401.3207363870588,913,0,67361
17031110400,367,0.9022508348654031,29095,-0.052396191983027474,0.03429287374645455,-367.54722829657385,1023,0,52155
17031110501,406,1.6140238429210194,38668,-0.18517055593632076,0.04576864463052399,244.9970273452891,1005,0,62552
17031110502,561,1.1993152461053933,17846,-0.0795442860308,-0.05190910692940724,95.17991473896745,872,0,53594
17031120200,1370,0,59533,0.044759923997250484,-0.0072060841294697,133.72055690820548,833,0,89773
17031120300,2596,0,39586,0.04644425241720762,-0.0288967935367139,358.2836451239641,905,0,101402
17031120400,397,1.085987944704517,45540,-0.05985717121317258,-0.0637471637282508,-58.94326703939487,1059,0,66210
17031130100,58,0.2914769523449648,13414,-0.03108585868040581,0.11935827213886116,-599.1372517218083,395,0,44654
17031130200,401,0.19302548131134095,32301,-0.16211551724841544,0.029938945975303707,-19.4774239017097,1128,0,71806
17031130300,179,0.8651525092017175,12770,-0.08065852923447858,-0.00925800814110568,87.47237142977337,1052,0,53384
17031140100,455,0.8774575534089075,54764,0.21244924410821192,-0.21853403091767917,-272.3854312087424,922,0,32031
17031140200,401,0.6854619037237369,29080,0.04815121703549041,-0.09912739673499552,339.261436594772,830,0,43549
17031140301,422,0,20013,-0.029382950252870493,-0.009437443913042576,1585.8060836686018,880,0,49699
17031140302,424,0.7009032156192292,11422,0.10568068758915022,-0.14971855033548379,-2523.6579571610328,861,0,51056
17031140400,168,1.1390607971580433,49408,-0.030929539444872867,-0.06614825536670746,-802.482944307897,947,0,43628
17031140500,336,0.8185722849836117,22622,0.0015678584134327656,-0.10618260477173333,-2822.4613665072447,900,0,50651
17031140601,223,0.3019572578338555,41073,0.11114106364452836,-0.13785434606965036,-1443.9817311715487,1028,0,45972
17031140602,296,0.5082449391055197,21616,0.02381683278756766,0.056661420761735526,-2869.0778111955497,968,0,38346
